customer_id,transaction_date,amount
CUST_232,2021-08-20,28.07
CUST_691,2021-03-21,15.09
CUST_112,2020-07-28,15.31
CUST_829,2021-12-14,16.63
CUST_496,2020-10-28,13.81
CUST_441,2023-05-31,22.98
CUST_563,2020-01-03,24.26
CUST_267,2022-09-16,30.34
CUST_509,2023-01-21,27.84
CUST_806,2021-06-03,26.48
CUST_385,2023-12-22,17.04
CUST_386,2021-05-07,16.5
CUST_112,2023-06-12,12.99
CUST_612,2021-09-11,12.88
CUST_624,2023-03-30,22.13
CUST_951,2020-11-26,14.02
CUST_80,2020-11-28,41.85
CUST_698,2020-02-19,19.71
CUST_112,2022-05-12,42.55
CUST_1,2020-09-28,26.73
CUST_641,2021-08-02,13.62
CUST_219,2023-06-29,19.47
CUST_565,2021-07-13,8.7
CUST_854,2021-11-26,22.09
CUST_996,2023-01-18,14.26
CUST_735,2021-03-21,11.51
CUST_224,2022-10-13,42.99
CUST_384,2023-09-17,33.63
CUST_402,2023-03-08,33.17
CUST_637,2020-12-22,29.7
CUST_129,2020-09-30,10.83
CUST_52,2022-11-08,16.44
CUST_683,2020-11-06,16.95
CUST_729,2022-05-19,8.54
CUST_671,2022-06-04,15.2
CUST_709,2020-06-02,15.29
CUST_415,2023-11-14,21.39
CUST_246,2023-07-07,71.25
CUST_835,2021-09-11,19.88
CUST_438,2022-06-01,21.4
CUST_202,2022-03-07,17.72
CUST_183,2020-05-04,29.05
CUST_122,2023-10-09,11.74
CUST_400,2023-07-20,51.83
CUST_766,2021-09-10,18.88
CUST_293,2020-09-01,16.48
CUST_279,2022-04-27,32.62
CUST_836,2021-03-25,12.87
CUST_883,2022-07-18,28.78
CUST_609,2023-06-24,40.55
CUST_197,2021-06-03,17.8
CUST_981,2023-03-10,56.06
CUST_906,2020-12-27,27.72
CUST_510,2020-01-08,27.89
CUST_751,2021-04-22,39.76
CUST_143,2023-10-07,45.39
CUST_608,2021-05-09,22.9
CUST_200,2022-04-12,29.92
CUST_123,2023-12-21,40.37
CUST_186,2022-11-28,11.24
CUST_325,2021-08-15,8.46
CUST_463,2020-07-05,19.52
CUST_348,2022-01-23,8.36
CUST_770,2020-04-02,17.17
CUST_659,2020-03-26,23.5
CUST_763,2022-12-03,17.5
CUST_954,2020-05-16,18.71
CUST_931,2021-02-24,12.17
CUST_402,2020-03-14,29.79
CUST_345,2023-03-25,11.8
CUST_962,2023-07-02,7.02
CUST_510,2020-06-19,18.11
CUST_146,2020-06-18,31.74
CUST_147,2022-05-21,20.9
CUST_863,2020-11-17,11.22
CUST_710,2021-03-31,21.14
CUST_819,2022-08-01,25.01
CUST_488,2022-02-28,21.01
CUST_928,2021-09-04,17.6
CUST_935,2023-03-24,25.61
CUST_639,2022-06-07,8.42
CUST_550,2020-12-14,12.85
CUST_337,2023-04-11,10.46
CUST_871,2020-01-10,39.42
CUST_640,2022-01-09,28.67
CUST_778,2023-07-12,22.03
CUST_987,2023-06-24,9.72
CUST_952,2021-10-28,29.14
CUST_472,2021-06-29,40.18
CUST_945,2020-05-08,26.73
CUST_150,2021-08-23,19.74
CUST_414,2021-08-27,27.55
CUST_989,2020-11-22,23.02
CUST_297,2022-09-06,31.91
CUST_610,2021-02-07,31.56
CUST_262,2021-09-20,17.98
CUST_763,2023-10-14,14.44
CUST_143,2021-12-18,16.45
CUST_345,2022-11-06,26.26
CUST_623,2020-09-30,16.95
CUST_571,2021-11-15,13.8
CUST_880,2020-04-25,20.08
CUST_1,2022-05-10,34.94
CUST_896,2021-11-23,21.49
CUST_303,2023-01-19,17.49
CUST_253,2023-01-10,23.58
CUST_651,2020-11-19,20.95
CUST_452,2022-08-18,7.64
CUST_36,2020-04-23,28.46
CUST_159,2022-12-17,24.62
CUST_8,2020-06-02,20.25
CUST_232,2023-11-28,34.16
CUST_98,2023-07-13,36.84
CUST_658,2020-11-10,29.95
CUST_815,2022-11-30,13.13
CUST_207,2020-04-14,13.36
CUST_130,2023-05-01,35.12
CUST_403,2023-11-25,7.86
CUST_151,2023-07-25,18.64
CUST_53,2020-12-19,25.03
CUST_119,2022-10-12,8.37
CUST_672,2022-01-02,22.58
CUST_919,2021-12-09,32.37
CUST_627,2023-07-03,9.56
CUST_586,2021-10-12,46.02
CUST_624,2022-04-03,12.12
CUST_967,2022-08-04,26.77
CUST_419,2021-10-22,19.26
CUST_421,2020-04-08,20.8
CUST_103,2021-08-10,10.57
CUST_851,2020-10-08,37.72
CUST_253,2021-02-06,23.64
CUST_226,2023-02-06,45.17
CUST_111,2021-11-30,10.71
CUST_509,2020-07-17,18.35
CUST_472,2023-08-19,22.3
CUST_98,2020-11-22,20.7
CUST_152,2020-06-02,28.03
CUST_860,2021-07-05,18.23
CUST_913,2021-02-08,58.03
CUST_895,2021-04-06,20.49
CUST_877,2020-05-11,4.75
CUST_337,2022-03-01,20.95
CUST_705,2022-05-23,37.74
CUST_821,2020-03-24,12.66
CUST_162,2023-11-23,12.26
CUST_719,2022-01-23,13.19
CUST_956,2021-09-19,11.73
CUST_680,2023-02-06,15.8
CUST_995,2020-08-08,31.65
CUST_160,2021-07-06,43.08
CUST_579,2023-10-23,5.98
CUST_800,2023-03-16,16.62
CUST_397,2020-04-21,23.37
CUST_276,2021-09-06,22.23
CUST_815,2022-07-12,51.93
CUST_915,2021-04-19,7.35
CUST_503,2022-04-15,5.5
CUST_895,2020-09-27,56.32
CUST_391,2021-02-24,29.27
CUST_134,2021-12-07,15.09
CUST_194,2023-10-22,21.88
CUST_400,2023-07-27,22.68
CUST_639,2023-07-30,14.91
CUST_32,2020-02-09,21.56
CUST_687,2020-07-07,23.98
CUST_459,2023-04-02,55.02
CUST_954,2022-09-20,32.52
CUST_882,2021-06-19,47.93
CUST_469,2022-10-24,10.26
CUST_374,2020-10-16,16.88
CUST_21,2021-03-08,22.67
CUST_749,2021-04-15,7.69
CUST_669,2023-04-19,36.27
CUST_37,2023-06-25,27.69
CUST_229,2021-09-19,16.72
CUST_364,2020-10-05,18.33
CUST_562,2022-05-26,37.6
CUST_437,2021-08-03,13.49
CUST_775,2022-05-12,38.36
CUST_282,2020-09-10,17.71
CUST_26,2020-06-29,29.31
CUST_225,2021-11-11,20.98
CUST_276,2022-04-04,61.35
CUST_797,2021-11-30,12.89
CUST_608,2021-07-19,15.08
CUST_283,2023-09-11,9.46
CUST_878,2023-10-12,11.61
CUST_959,2021-11-10,28.69
CUST_480,2021-01-25,44.7
CUST_452,2023-01-13,30.36
CUST_828,2023-09-02,20.03
CUST_815,2020-07-30,12.85
CUST_658,2021-01-18,31.48
CUST_515,2020-12-07,12.5
CUST_546,2022-04-23,10.23
CUST_191,2022-11-27,17.21
CUST_48,2021-02-23,7.26
CUST_511,2022-01-20,10.07
CUST_16,2023-04-07,51.57
CUST_171,2023-09-28,9.18
CUST_219,2020-11-01,11.09
CUST_157,2021-12-02,20.82
CUST_476,2022-05-18,21.37
CUST_45,2021-06-20,17.86
CUST_372,2023-02-09,7.38
CUST_517,2023-12-05,30.7
CUST_98,2020-07-24,16.09
CUST_891,2023-04-23,36.97
CUST_744,2023-11-06,14.55
CUST_36,2021-05-10,32.83
CUST_279,2023-11-03,38.4
CUST_348,2022-12-06,15.9
CUST_496,2021-05-18,31.19
CUST_301,2022-11-11,10.34
CUST_180,2020-07-31,22.92
CUST_606,2020-11-05,37.01
CUST_98,2021-10-22,26.03
CUST_699,2022-01-22,66.89
CUST_992,2020-09-28,26.77
CUST_115,2022-07-26,16.73
CUST_190,2023-05-10,83.13
CUST_252,2020-02-01,45.46
CUST_980,2021-03-18,9.01
CUST_927,2020-06-10,13.57
CUST_982,2022-02-05,11.95
CUST_160,2020-09-10,27.74
CUST_255,2021-06-04,26.72
CUST_322,2022-09-03,26.62
CUST_127,2020-01-10,8.89
CUST_17,2021-12-26,14.6
CUST_792,2021-05-19,18.64
CUST_734,2022-02-23,8.08
CUST_565,2021-03-11,12.99
CUST_569,2023-02-08,39.58
CUST_322,2020-06-01,9.23
CUST_871,2022-07-05,41.58
CUST_685,2022-05-18,34.66
CUST_791,2023-01-30,17.37
CUST_625,2022-01-22,14.52
CUST_287,2023-04-29,30.44
CUST_942,2021-07-16,13.55
CUST_853,2023-01-09,13.89
CUST_662,2021-05-03,19.85
CUST_961,2022-06-13,6.92
CUST_638,2023-01-16,9.73
CUST_154,2023-05-02,17.15
CUST_489,2020-04-13,25.48
CUST_385,2023-01-24,13.45
CUST_985,2023-12-17,18.2
CUST_784,2023-05-06,8.96
CUST_103,2022-10-21,32.02
CUST_928,2022-10-03,22.42
CUST_392,2021-02-10,23.44
CUST_810,2023-11-02,25.64
CUST_245,2020-06-15,20.89
CUST_175,2021-05-23,15.77
CUST_38,2020-11-08,35.33
CUST_476,2023-12-12,21.72
CUST_681,2022-02-01,18.49
CUST_758,2021-11-11,20.0
CUST_537,2021-04-21,19.79
CUST_866,2020-03-13,18.4
CUST_817,2023-03-10,25.1
CUST_920,2021-08-04,12.58
CUST_407,2020-09-18,13.05
CUST_524,2023-09-25,26.57
CUST_827,2023-08-24,18.68
CUST_505,2020-09-01,32.65
CUST_902,2023-09-22,24.64
CUST_824,2021-07-14,15.24
CUST_35,2023-01-04,26.78
CUST_684,2020-06-23,36.55
CUST_19,2020-04-18,25.12
CUST_320,2020-07-01,28.02
CUST_775,2020-07-10,18.43
CUST_511,2020-03-05,33.0
CUST_399,2022-08-20,15.02
CUST_653,2023-01-28,23.79
CUST_971,2022-05-13,72.58
CUST_882,2023-02-25,26.3
CUST_470,2021-01-03,16.28
CUST_142,2022-04-30,16.25
CUST_91,2020-02-12,19.38
CUST_353,2023-12-13,30.74
CUST_833,2021-05-02,21.6
CUST_799,2020-03-18,14.52
CUST_726,2022-04-05,14.51
CUST_958,2023-07-17,21.67
CUST_853,2021-11-04,20.52
CUST_50,2021-12-01,25.22
CUST_664,2022-01-28,31.78
CUST_697,2021-12-28,78.55
CUST_574,2023-08-31,9.67
CUST_189,2022-07-13,28.32
CUST_124,2022-06-20,21.1
CUST_149,2022-06-07,7.99
CUST_313,2022-09-19,37.52
CUST_569,2023-04-06,24.79
CUST_341,2020-12-04,29.96
CUST_304,2020-07-11,8.59
CUST_691,2020-10-09,17.99
CUST_681,2023-09-21,11.71
CUST_837,2021-01-24,59.24
CUST_782,2022-09-26,35.6
CUST_53,2021-06-08,14.29
CUST_443,2023-06-17,9.32
CUST_612,2021-10-20,22.13
CUST_992,2021-12-16,34.68
CUST_263,2022-06-09,8.44
CUST_52,2023-01-17,12.61
CUST_571,2023-01-23,11.56
CUST_619,2021-03-27,30.98
CUST_4,2021-03-03,16.69
CUST_102,2023-03-20,17.05
CUST_195,2023-10-31,21.92
CUST_773,2022-11-11,12.95
CUST_876,2022-06-01,9.76
CUST_991,2020-11-08,39.84
CUST_883,2022-04-19,41.73
CUST_349,2021-06-02,21.97
CUST_46,2023-05-14,22.78
CUST_866,2021-01-09,37.73
CUST_822,2021-03-26,21.72
CUST_935,2022-10-11,16.29
CUST_819,2021-08-17,20.48
CUST_655,2023-04-17,40.31
CUST_268,2023-05-18,20.63
CUST_369,2021-05-14,14.37
CUST_635,2021-04-08,21.62
CUST_105,2023-02-21,27.89
CUST_669,2020-04-22,26.26
CUST_658,2022-11-01,26.48
CUST_656,2023-02-23,13.29
CUST_119,2020-11-26,29.52
CUST_830,2023-07-30,20.37
CUST_786,2020-05-19,14.07
CUST_603,2023-11-25,29.4
CUST_57,2022-06-20,16.01
CUST_950,2023-01-25,9.14
CUST_345,2021-05-31,12.18
CUST_740,2021-07-22,18.34
CUST_473,2022-04-25,26.82
CUST_116,2022-12-28,13.04
CUST_829,2020-04-27,17.81
CUST_790,2022-06-06,10.93
CUST_126,2022-12-18,32.82
CUST_392,2022-11-22,47.4
CUST_907,2023-09-03,44.91
CUST_640,2020-02-19,32.54
CUST_57,2020-01-19,30.92
CUST_633,2021-12-26,7.13
CUST_512,2020-07-15,21.95
CUST_750,2021-07-12,15.67
CUST_801,2021-03-27,31.19
CUST_95,2020-10-15,5.65
CUST_637,2023-03-10,22.12
CUST_117,2023-01-12,18.04
CUST_559,2021-01-25,35.14
CUST_600,2020-08-02,43.55
CUST_487,2020-08-02,12.62
CUST_236,2023-11-27,12.91
CUST_884,2020-05-07,22.54
CUST_896,2022-01-29,47.79
CUST_271,2021-02-07,20.7
CUST_188,2022-11-18,10.6
CUST_998,2020-12-03,14.84
CUST_703,2022-04-10,22.23
CUST_446,2021-12-14,22.65
CUST_580,2020-12-26,14.13
CUST_789,2021-07-22,14.69
CUST_860,2023-11-16,12.3
CUST_246,2020-08-05,35.54
CUST_962,2020-07-20,13.23
CUST_75,2020-01-17,15.92
CUST_153,2020-11-17,15.7
CUST_655,2021-06-01,9.0
CUST_434,2023-09-10,13.04
CUST_996,2023-12-06,37.12
CUST_85,2023-09-03,10.97
CUST_696,2021-11-11,12.41
CUST_284,2023-01-10,10.32
CUST_973,2021-02-28,19.2
CUST_219,2023-05-12,51.56
CUST_68,2022-10-15,18.8
CUST_46,2021-01-21,20.77
CUST_93,2022-02-16,13.49
CUST_749,2020-04-07,19.48
CUST_957,2023-09-30,37.13
CUST_452,2020-07-26,21.57
CUST_203,2021-08-08,58.32
CUST_911,2020-06-14,37.7
CUST_217,2020-01-22,19.24
CUST_473,2020-06-02,19.05
CUST_431,2023-08-11,45.4
CUST_340,2020-08-06,21.51
CUST_550,2021-10-30,40.63
CUST_611,2020-08-17,54.68
CUST_288,2020-01-20,18.14
CUST_253,2021-07-06,23.95
CUST_733,2022-08-07,32.79
CUST_356,2020-05-27,29.48
CUST_22,2023-02-05,29.38
CUST_761,2021-02-06,10.31
CUST_521,2021-08-18,13.14
CUST_757,2021-01-01,15.68
CUST_836,2023-12-08,36.86
CUST_99,2023-08-25,10.83
CUST_801,2022-03-12,43.02
CUST_179,2022-07-06,29.66
CUST_222,2023-03-03,35.77
CUST_905,2023-07-30,12.62
CUST_761,2020-03-13,20.82
CUST_658,2021-04-25,23.32
CUST_441,2023-10-07,22.82
CUST_607,2021-07-13,23.29
CUST_768,2023-09-11,17.49
CUST_324,2022-01-14,21.49
CUST_515,2020-04-09,33.68
CUST_15,2022-12-18,11.21
CUST_791,2021-05-22,43.53
CUST_335,2020-09-14,32.82
CUST_758,2021-02-16,12.4
CUST_257,2022-12-24,24.34
CUST_496,2021-08-17,31.52
CUST_987,2023-03-23,10.83
CUST_895,2020-09-22,20.51
CUST_159,2022-03-31,19.31
CUST_474,2023-01-07,14.54
CUST_851,2023-08-31,21.03
CUST_663,2021-10-23,14.88
CUST_907,2022-08-04,39.93
CUST_689,2021-07-13,14.68
CUST_674,2022-07-05,29.84
CUST_379,2022-06-09,8.78
CUST_544,2023-06-25,18.52
CUST_928,2022-05-17,20.21
CUST_956,2021-09-01,18.23
CUST_690,2021-02-17,16.47
CUST_426,2020-01-25,14.39
CUST_612,2020-10-10,29.29
CUST_267,2022-05-30,33.11
CUST_834,2020-10-27,19.28
CUST_576,2022-12-27,11.61
CUST_416,2022-10-27,49.25
CUST_167,2022-03-27,12.94
CUST_841,2023-03-06,9.68
CUST_42,2023-04-02,7.34
CUST_555,2020-03-23,21.11
CUST_284,2023-12-14,18.02
CUST_396,2023-01-01,33.63
CUST_11,2023-06-14,27.26
CUST_606,2020-02-15,23.22
CUST_301,2021-09-09,17.54
CUST_897,2022-07-16,34.99
CUST_252,2020-09-18,51.1
CUST_498,2020-06-24,33.26
CUST_753,2023-04-04,15.93
CUST_34,2021-10-18,29.69
CUST_726,2022-04-21,16.43
CUST_848,2021-01-04,11.56
CUST_89,2020-02-23,12.81
CUST_775,2021-11-20,16.79
CUST_604,2023-12-13,21.16
CUST_921,2023-09-26,56.28
CUST_969,2023-02-24,12.92
CUST_601,2023-12-03,38.93
CUST_417,2021-01-01,17.14
CUST_114,2023-07-18,7.33
CUST_616,2021-10-05,15.6
CUST_902,2021-01-13,36.17
CUST_195,2020-03-13,23.86
CUST_825,2022-07-03,24.59
CUST_500,2023-06-25,39.03
CUST_625,2022-05-09,11.96
CUST_492,2020-02-12,11.87
CUST_74,2021-01-11,6.48
CUST_412,2022-11-30,31.14
CUST_375,2020-06-18,26.61
CUST_419,2020-07-30,28.85
CUST_728,2020-02-08,11.12
CUST_276,2021-01-03,9.01
CUST_760,2022-01-26,10.38
CUST_675,2020-05-30,12.66
CUST_393,2023-02-08,43.68
CUST_868,2023-12-30,33.12
CUST_456,2022-12-06,15.97
CUST_919,2022-10-20,23.33
CUST_191,2022-01-06,14.31
CUST_738,2023-10-21,24.1
CUST_688,2020-03-09,11.37
CUST_98,2020-10-25,29.23
CUST_547,2022-08-01,13.13
CUST_977,2022-03-12,30.05
CUST_998,2020-10-22,16.22
CUST_95,2020-07-21,13.53
CUST_663,2020-03-01,44.99
CUST_662,2022-08-03,21.94
CUST_189,2022-08-20,17.1
CUST_735,2023-08-30,29.34
CUST_36,2023-03-30,10.28
CUST_779,2020-11-26,34.93
CUST_368,2020-12-03,18.73
CUST_694,2023-08-20,27.12
CUST_524,2023-09-23,9.26
CUST_278,2021-09-30,16.59
CUST_216,2020-10-01,20.13
CUST_866,2023-04-02,33.62
CUST_872,2020-11-14,28.22
CUST_797,2021-08-11,16.51
CUST_272,2021-05-18,23.55
CUST_880,2021-01-21,37.65
CUST_61,2022-05-19,18.17
CUST_595,2022-04-12,17.21
CUST_879,2022-10-11,7.81
CUST_728,2021-08-25,17.47
CUST_341,2021-11-21,8.42
CUST_396,2021-05-08,18.97
CUST_698,2021-05-04,32.92
CUST_18,2021-12-21,6.96
CUST_176,2023-01-01,37.23
CUST_611,2021-05-23,17.03
CUST_395,2021-01-24,19.81
CUST_444,2020-10-21,15.62
CUST_232,2023-10-24,8.53
CUST_914,2022-03-06,13.58
CUST_75,2022-05-14,57.32
CUST_264,2021-07-02,11.61
CUST_454,2021-10-10,9.08
CUST_795,2021-07-21,21.56
CUST_717,2023-04-25,19.24
CUST_734,2022-05-02,17.09
CUST_383,2022-02-08,20.23
CUST_563,2021-03-20,27.72
CUST_850,2020-12-28,14.98
CUST_505,2020-05-02,22.14
CUST_366,2023-04-26,33.51
CUST_143,2022-01-11,12.21
CUST_884,2021-11-10,6.29
CUST_68,2021-02-23,28.09
CUST_98,2023-06-29,70.21
CUST_395,2023-09-20,20.01
CUST_24,2020-04-01,22.22
CUST_947,2020-03-03,17.32
CUST_890,2021-05-26,44.44
CUST_468,2023-03-08,19.32
CUST_483,2023-04-23,18.3
CUST_564,2023-05-13,31.67
CUST_150,2022-02-10,15.77
CUST_143,2023-05-22,10.57
CUST_568,2020-09-12,31.22
CUST_38,2020-05-14,14.94
CUST_108,2022-05-24,12.33
CUST_692,2022-04-01,57.4
CUST_41,2020-03-28,18.37
CUST_185,2022-09-14,25.72
